,label,text
2372,1,Seventy percent of Missourians support voter photo ID legislation.
2373,1,Says middle-class New York State residents will have the lowest tax rate in 70 years.
2375,0,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law."
2376,1,"Under President Obama, domestic oil production is at an eight-year high."
2379,0,Theres only one candidate under investigation -- Terry McAuliffe.
2380,1,Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.
2381,1,"Currently, there is no one from South Austin on the (Austin City) Council!"
2383,0,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles."
2384,1,There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.
2385,0,"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go."
2386,0,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.
2387,1,Says theres no proven instance where hydraulic fracking has polluted groundwater.
2388,1,Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.
2389,1,"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon."
2390,1,"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse."
2391,1,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent."
2395,1,"Austin has over 1,000 city employees that make six-figure salaries."
2396,0,Every signer of the Declaration of Independence had no federal elected office experience.
2399,1,Florida is now the No. 1 state in the country for automobile accident fraud.
2402,1,There was no surge in 501(c)(4) applications in 2010.
2403,1,"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed."
2404,0,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.
2405,1,"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts."
2406,0,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut."
2407,1,We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.
2411,0,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care."
2413,0,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today."""
2414,0,Says he was endorsed by theValley News newspaper.
2415,1,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.
2416,0,"We had a massive landslide victory, as you know, in the Electoral College."
2418,0,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.
2420,1,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer
2423,1,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008."
2424,0,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free."
2426,0,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship."""
2427,1,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city."
2428,0,"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it."
2429,1,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined."
2431,0,"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare."
2432,1,"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans."
2437,1,"One in four Texans lacks health insurance, the highest proportion in the nation."
2438,0,On repeal and replace of federal health care reform.
2440,0,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.
2441,0,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.
2443,0,Says Barack Obama and his team are socialists in every respect of the word.
2449,0,U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.
2450,0,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week."
2451,0,There are a multitude of vaccines that do not prevent deadly and crippling diseases.
2452,0,We dont have bars on campus in Texas. Its against the law... no alcohol allowed.
2453,1,Says there have been well over 54 million abortions since 1973.
2454,0,China holds 26 percent of the U.S. debt.
2455,1,Says Portland has higher standards than feds on allowed police use of force.
2456,0,Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.
2457,1,Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.
2458,0,A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.
2459,1,Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.
2461,0,Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.
2462,1,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.
2463,1,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.
2464,0,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.
2467,1,The last three days of early voting happen to be the most populated days of voting that we have in early voting.
2470,1,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm."
2471,1,Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.
2473,0,There's no rationing in any of these bills.
2474,0,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.
2475,0,Obamacare puts the federal government between you and your doctor.
2477,1,Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.
2478,0,Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.
2481,0,Says Barack Obamas health care law will be the biggest job-killer ever.
2482,1,"The cost to implement Florida's class size amendment so far has been ""$16 billion."""
2483,0,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.
2485,0,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.
2486,0,FCAT tests account for less than 1 percent of the instructional time provided during the year.
2489,0,"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate."
2490,1,Obama put a 10 percent tax on tanning.
2493,1,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.
2494,1,Says Adam Hasners record includes requesting over $92.2 million in earmarks.
2495,1,No one beta-tested healthcare.gov.
2496,1,"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group."
2497,1,"Says for the first time in the history of the United States, the government cut taxes during wartime"
2498,1,Says he sued Obamas EPA seven times.
2499,1,A working woman will earn $7.70 on $10.
2501,1,"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years."
2502,1,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors."
2503,1,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent."
2504,1,If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.
2505,0,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts."
2506,1,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.
2508,0,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump."
2509,1,Californias credit rating is the worst in the country.
2511,0,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska."
2512,1,"Just in the past 10 years, college tuition has increased 28 percent."
2514,0,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate."
2516,0,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it."
2517,0,Obama regime planned the influx of illegal alien children at the border.
2519,1,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times."
2522,1,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.
2523,0,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.
2524,1,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan."
2525,0,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast."
2526,1,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.
2527,0,"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare."
2528,1,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night."
2531,0,"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola."
2532,1,That luxury jet was over the top. I put it on eBay.
2537,0,On supporting the budget proposed by Rep. Paul Ryan
2540,0,Obamacarerepresents the largest tax increase in the history of the world.
2541,1,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."""
2543,1,Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.
2544,0,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.
2545,1,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.
2546,1,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.
2548,1,"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills."
2549,0,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.
2552,0,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.
2553,1,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent."
2554,1,A congressional laundry closed due to the partial government shutdown.
2559,0,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas."
2560,1,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.
2561,1,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills."
2562,1,"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do."
2563,0,Barack Obama loves Che Guevara.
2566,0,Were one of the only communities in the country that didnt lose population in the last census.
2568,1,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.
2569,0,Says the U.S. election system is rigged.
2571,0,This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending.
2572,0,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.
2574,1,Says he earned the highest possible credit ratings as state treasurer.
2577,1,The Capitol rotunda was actually made to invite the people in and to accommodate protests.
2579,0,Says he has yet to get a response from Barack Obama to his August 2010 letter making border security requests.
2580,1,More preschoolers are shot dead each year than police officers are in the line of duty.
2583,0,"Over 214,000 doctors opt out of Obamacare exchanges."
2585,1,Americans havent had a raise in 15 years.
2586,0,Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.
2587,1,"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared."""
2588,1,The United States has one of the highest corporate tax rates in the world.
2589,1,"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository."
2590,0,Bill White is discriminating. Hes taking jobs from African Americans and giving them to his friends.
2591,0,A legacy of taxing and borrowing crippled the economy we inherited two years ago.
2592,1,The Arizona State Board of Educations failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.
2594,1,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit."""
2596,0,That 59 divisions in Philly had no votes for Romney in 2012 is (a) mathematical and statistical impossibility.
2597,1,About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.
2598,0,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.
2600,0,Donald Trump says all Mexicans are rapists.
2601,1,House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.
2602,0,2008: Unions Spent $400 Million to Elect Obama.
2604,1,"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006."
2605,1,Our graduation rate is the highest it's ever been.
2607,1,"Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense."
2608,1,"There are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work."
2609,0,"Says Mary Burkes 2007-09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310."
2610,1,"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor."
2611,1,The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.
2612,1,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s."
2613,1,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians."""
2614,1,"For the first time in history, my administration posts our White House visitors online."
2615,1,Says Texas ranks last in the percentage of residents with high school diplomas.
2616,0,The climate hasnt warmed in quite a few years. That is proven scientifically.
2617,1,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.
2619,0,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.
2620,0,Tarpon Springs takes its homeless to St. Petersburg.
2621,1,The overall fact about illegal immigration is that its not actually getting worse.
2623,1,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.
2624,1,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product."
2625,1,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart."
2628,1,Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.
2630,1,Rick Scott tried to slash school funding by $3.3 billion.
2631,0,The health care reform bill would make it mandatory absolutely require that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.
2633,0,"When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program."
2634,1,The deficit was on track to top $1 trillion the year I took office.
2637,1,"As part of legislative fights over abortion rights,Mike Coffman co-sponsored a bill to redefine rape."
2639,1,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded."
2641,1,"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history."
2643,0,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists."
2644,1,Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.
2645,0,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.
2646,0,Commerce Secretary nominee John Bryson appears to endorse world government.
2647,1,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore."""
2648,1,Says Texas is last in mental health expenditures.
2649,0,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.
2650,1,Says the Obama Administration has fulfilled all of Texas requests for fire management assisting grants.
2651,1,Says federal debt doubled during the Bush administration.
2652,0,"The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year."
2653,1,Offshore wind power is significantly less expensive than solar energy.
2654,0,The Constitution simply does not authorize the federal government to own any of this land (in the Western states).
2655,1,"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators."
2656,1,"(Deborah) Ross defends those who want to burn the American flag, and even called efforts to ban flag-burning ridiculous, yet refused to help a disabled veteran fly the flag."
2658,1,An estimated 56 million Americans don't have bank accounts.
2660,0,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.
2661,1,The NRA used to support expanded background checks.
2663,1,"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties."
2665,0,Ive been outspent by my opponents every time Ive run for U.S. Senate.
2666,0,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party."
2667,0,"The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse."
2669,0,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were skyrocketing."
2670,1,Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.
2671,1,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.
2672,0,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country."
2675,0,Says Mitt Romney did not pay taxes for 10 years.
2677,1,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.
2678,1,Says Donald Trump used undocumented labor to build the Trump Tower.
2679,0,Says Gov. Scott Walker has been rated Americas most factually-challenged politician.
2680,1,Sharron Angle would eliminate the Department of Education.
2681,1,An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.
2682,0,On whether BPs $20 billion fund to compensate oil spill victims is a slush fund.
2683,0,On in-state tuition for illegal immigrants.
2684,0,Says Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.
2685,1,The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.
2689,0,What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.
2690,1,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.
2691,1,"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich."
2694,0,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner.
2695,0,We spend almost twice as much per capita on health care as do the people of any other country.
2696,0,On repealing the 17th Amendment
2699,0,"Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China."
2700,1,"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor."
2701,1,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.
2703,1,"He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that hes been in the United States Senate."
2704,1,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States."""
2705,0,"Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol."
2706,1,"The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states."
2708,1,"For every dollar we invest in Head Start, we get $5 to $7 back into our economy."
2709,0,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.
2710,1,Says she is the subject of 60 books.
2712,1,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure."
2713,0,The stimulus created zero jobs.
2714,0,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.
2715,0,We import more oil today than ever before.
2716,1,"Will Hurd tends to have a 96 percent straight Republican, straight party voting record."
2717,1,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.
2718,1,Greece is not a big economy. Its about the size of metropolitan Miami.
2719,1,Ive cut the budget of the (lieutenant governors) office by more than half.
2720,1,Forty cents of every dollar being spent by the federal government is being borrowed from my children.
2721,1,Cigarette butts poison babies and small children because of the nicotine in them.
2723,0,"Says under his budget-repair bill, collective bargaining is fully intact."
2724,1,"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months."
2725,1,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...
2727,0,Says President Obama was proposing pinprick strikes for military intervention in Syria.
2728,0,Says there are no political prisoners in Cuba.
2729,0,Says Illinois Democrat David Gill would end Medicare.
2730,1,"First, he said he would leave residual forces in Iraq, and now he says he wouldn't."
2732,1,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'"
2733,1,"When he (Donald Trump) asked Florida to have casino gambling, we said no."
2735,1,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now."
2736,1,Says Barbara Buono voted to raise her own pay 40 percent.
2738,1,Ill be running against a career politician.
2739,1,Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.
2740,1,Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.
2741,0,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations."
2742,0,Facebook has unveiled new rules to stop their users from creatingposts related in any way to religion.
2743,0,"The Democrats are very sly. (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, theyre busing them in all over the place."
2745,1,"In the past two years in Congress, Ive written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House."
2747,0,"The Employment Non-Discrimination Act discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom."
2748,1,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent."
2749,1,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.
2751,1,The mosquito population in South Florida is larger than it is in many other communities in the country.
2753,1,"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country."
2754,1,Virginia is the number one state per capita in screening out people with mental illness from gun purchases.
2756,1,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates."
2757,1,Says Rick Scotts proposal for election reform only mandates 48 hours of early voting.
2759,1,People think AIDS is done --its not done.
2761,1,"South Carolina has a labor shortage, specifically in the meatpacking industry."
2762,1,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years."
2763,1,"On day one, six people were able to sign up for health insurance through the federal marketplace."
2764,1,Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.
2766,1,"Says in our region, 2011 was worst drought year ever recorded."
2767,0,"In the 1980s, The lowest income people had the biggest gains."
2769,0,"For every one job created under the Obama administration, 75 people went on food stamps."
2778,1,"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year."
2781,1,Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.
2782,1,David Dewhurst is the first lieutenant governor in history to have a personal security detail.
2783,0,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.
2785,0,Says Gov. Rick Perry has never held a private-sector job.
2789,1,We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.
2791,1,Kathryn Starkey only attended half of those meetings.
2792,0,Illegal immigration costs state taxpayers over $3 billion every year.
2793,0,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat."
2794,0,Welders make more money than philosophers.
2795,1,Teddy Roosevelt first called for (health care) reform nearly a century ago.
2797,1,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida."""
2799,0,The American people spoke pretty loudly. They said stop all the looming tax hikes....
2800,0,"For the hour after the (Jan. 14) debate, Debra Medina was the No. 1 search on Google and for the remainder of that night No. 3."
2802,1,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation."
2803,1,"Says Time magazine called him ""one of America's best governors."""
2804,1,On supporting the Supreme Court abortion decision Roe v. Wade
2805,0,After four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.
2808,0,I was totally against the war in Iraq.
2809,1,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this."
2810,0,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.
2816,0,"1928 was last time Republicans had the White House, the House and the Senate."
2817,0,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.
2818,0,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.
2819,1,"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000."
2821,1,"In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication."
2822,1,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.
2823,0,"On gift taking,Bob McDonnell took a fraction of what (Tim) Kaine took."
2824,0,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.
2825,1,"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long."
2832,1,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%."
2833,1,Says Obama replaced the American flag on the tail of his plane with his campaign logo.
2835,0,I never said that Marco Rubio was Mark Zuckerbergs personal senator.
2838,0,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""
2839,0,Weve lost 26 million jobs since (Obamas) been president.
2842,1,New Jersey has the largest transit system in the entire country.
2843,0,"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth."
2844,0,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.
2845,1,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever."
2846,0,Cap-and-trade is wildly unpopular with Americans.
2847,1,By registration fewer than 20 percent of Florida voters are Independents.
2848,0,Teachers were not involved in developing the Common Core State Standards.
2851,0,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.
2852,1,Says Ron Johnson voted to turn Medicare into a voucher program.
2853,1,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.
2854,1,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.
2856,1,"Today, we import triple the amount of oil than we had on the day Senator McCain took office."
2860,1,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives."
2863,0,"Mercury is used in vaccines, and there is no safe level of mercury."
2864,1,Says four-year terms for City Council members are the norm in most cities of our size.
2865,1,"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms."
2866,1,We now sell more products made in America to the rest of the world than ever before.
2867,0,Theres no wildlife in the Arctic National Wildlife Refuge.
2868,1,"Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbersand always at a larger margin than Secretary Clinton is."
2870,1,The costs of cancer and all affiliated issues are over $20 billion a year to this state.
2871,0,On a cap-and-trade plan.
2872,0,The left is blatantly attempting to disrupt Georgias elections.
2874,1,President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.
2877,0,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.
2878,1,"Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession."
2879,0,On whether he wrote a provision that allowed AIG to dole out bonuses.
2880,0,[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines.
2882,0,"Wisconsin uses voting machines that are outlawed, they are illegal."
2883,1,Half of Oregon university students are on Pell Grants.
2886,1,"Countries bombed: Obama 7, Bush 4"
2887,0,U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.
2888,0,"A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide."
2890,1,Says Texas passed a state Dream Act before any other state.
2891,1,"Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on."
2896,1,Texas ranks 49th in per-pupil funding among the states.
2897,1,The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.
